individualID,projectID,scientificName,scientificAbbreviation,dayCollected,monthCollected,yearCollected,locality,decimalLatitudeOriginal,decimalLongitudeOriginal,decimalLatitude,decimalLongitude,georeferenceProtocol,coordinateUncertaintyInMeters,depthOfColonyinMetersOriginal,depthOfColonyinMetersCorrected,EcoPlotID_full,k_value_GBR1,long_GBR1,lat_GBR1,k_value_GBR4,long_GBR4,lat_GBR4
Aspat_549,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779982,145.358715,-14.779982,145.358715,colony GPS,10,3.3,0.6,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_550,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780038,145.3587,-14.780038,145.3587,colony GPS,10,3.3,0.6,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_551,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780039,145.358655,-14.780039,145.358655,colony GPS,10,2.9,0.2,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_552,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780026,145.358649,-14.780026,145.358649,colony GPS,10,2.8,0.2,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_553,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780017,145.358635,-14.780017,145.358635,colony GPS,10,2.9,0.3,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_554,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780013,145.358643,-14.780013,145.358643,colony GPS,10,3.1,0.4,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_555,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780008,145.35864,-14.780008,145.35864,colony GPS,10,3.8,1.2,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_556,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779961,145.358646,-14.779961,145.358646,colony GPS,10,2.5,-0.1,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_557,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779979,145.358622,-14.779979,145.358622,colony GPS,10,2.6,0,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_558,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779981,145.358601,-14.779981,145.358601,colony GPS,10,2.5,0,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_559,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780057,145.358544,-14.780057,145.358544,colony GPS,10,2.8,0.3,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_560,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.78007,145.358492,-14.78007,145.358492,colony GPS,10,3.2,0.7,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_561,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780039,145.358513,-14.780039,145.358513,colony GPS,10,2.5,0,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_562,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780029,145.358953,-14.780029,145.358953,colony GPS,10,1.9,0.9,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_563,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779994,145.358974,-14.779994,145.358974,colony GPS,10,1.3,0.4,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_564,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779973,145.359,-14.779973,145.359,colony GPS,10,1.3,0.4,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_565,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779959,145.359026,-14.779959,145.359026,colony GPS,10,1.8,0.9,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_566,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779941,145.359033,-14.779941,145.359033,colony GPS,10,1.6,0.7,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_567,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779934,145.359128,-14.779934,145.359128,colony GPS,10,1.7,0.8,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_568,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.77992,145.359144,-14.77992,145.359144,colony GPS,10,1.3,0.4,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_569,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.7799,145.359159,-14.7799,145.359159,colony GPS,10,3.8,1,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_570,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779861,145.359173,-14.779861,145.359173,colony GPS,10,3.6,0.8,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_571,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779832,145.359245,-14.779832,145.359245,colony GPS,10,3.4,0.6,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_572,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779848,145.359258,-14.779848,145.359258,colony GPS,10,3.3,0.5,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_573,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779941,145.359297,-14.779941,145.359297,colony GPS,10,3.1,0.3,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_574,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779897,145.359313,-14.779897,145.359313,colony GPS,10,3.3,0.5,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_575,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779902,145.359313,-14.779902,145.359313,colony GPS,10,3.3,0.5,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_576,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779885,145.359329,-14.779885,145.359329,colony GPS,10,3.1,0.3,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_577,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779871,145.359357,-14.779871,145.359357,colony GPS,10,2.6,-0.2,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_578,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779905,145.359415,-14.779905,145.359415,colony GPS,10,2.9,0.1,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_579,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779903,145.359425,-14.779903,145.359425,colony GPS,10,3,0.3,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_580,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779884,145.359423,-14.779884,145.359423,colony GPS,10,3.5,0.8,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_581,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.77984,145.359423,-14.77984,145.359423,colony GPS,10,3.4,0.7,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_582,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779821,145.359473,-14.779821,145.359473,colony GPS,10,3.2,0.5,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_583,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779762,145.359547,-14.779762,145.359547,colony GPS,10,3.6,0.9,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_584,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779761,145.35957199999999,-14.779761,145.35957199999999,colony GPS,10,3.3,0.6,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_585,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.779699,145.359733,-14.779699,145.359733,colony GPS,10,3.7,1.1,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_586,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780121,145.358541,-14.780121,145.358541,colony GPS,10,3.7,1.1,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_587,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.7801,145.358501,-14.7801,145.358501,colony GPS,10,3.5,0.9,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_588,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780056,145.358422,-14.780056,145.358422,colony GPS,10,3.5,0.9,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_589,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780109,145.358393,-14.780109,145.358393,colony GPS,10,3.4,0.8,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_590,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780139,145.358351,-14.780139,145.358351,colony GPS,10,3.4,0.9,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_591,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780142,145.358348,-14.780142,145.358348,colony GPS,10,3.3,0.8,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_592,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780162,145.358309,-14.780162,145.358309,colony GPS,10,3.3,0.8,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_593,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780093,145.358165,-14.780093,145.358165,colony GPS,10,1.6,0.8,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_594,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780077,145.358147,-14.780077,145.358147,colony GPS,10,1.2,0.4,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_595,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780078,145.358134,-14.780078,145.358134,colony GPS,10,1.5,0.7,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_596,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780086,145.358066,-14.780086,145.358066,colony GPS,10,1.4,0.6,NA,2.35,145.360371,-14.779904,1.5,145.348788,-14.776022
Aspat_597,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.78007,145.358059,-14.78007,145.358059,colony GPS,10,1.2,0.4,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_598,ECT1,A. spathulata,Aspat,2,3,2022,Martin,-14.780034,145.357997,-14.780034,145.357997,colony GPS,10,1,0.2,NA,0.5,145.360371,-14.779904,0.5,145.348788,-14.776022
Aspat_599,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.651159,145.638351,-14.651159,145.638351,colony GPS,10,4.5,2,NA,2.35,145.640371,-14.649904,3,145.648788,-14.656022
Aspat_600,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.651118,145.638346,-14.651118,145.638346,colony GPS,10,4.9,2.4,NA,5.35,145.640371,-14.649904,3,145.648788,-14.656022
Aspat_601,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.651131,145.638398,-14.651131,145.638398,colony GPS,10,5.4,2.9,NA,5.35,145.640371,-14.649904,3,145.648788,-14.656022
Aspat_602,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.651076,145.638429,-14.651076,145.638429,colony GPS,10,3.8,1.3,NA,2.35,145.640371,-14.649904,1.5,145.648788,-14.656022
Aspat_603,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.651058,145.638442,-14.651058,145.638442,colony GPS,10,4.4,1.9,NA,2.35,145.640371,-14.649904,3,145.648788,-14.656022
Aspat_604,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.651071,145.638462,-14.651071,145.638462,colony GPS,10,4.2,1.7,NA,2.35,145.640371,-14.649904,3,145.648788,-14.656022
Aspat_605,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.651021,145.638478,-14.651021,145.638478,colony GPS,10,3.5,1,NA,2.35,145.640371,-14.649904,1.5,145.648788,-14.656022
Aspat_606,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.651033,145.638499,-14.651033,145.638499,colony GPS,10,5.5,3,NA,5.35,145.640371,-14.649904,3,145.648788,-14.656022
Aspat_607,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650986,145.638495,-14.650986,145.638495,colony GPS,10,3.1,0.6,NA,2.35,145.640371,-14.649904,1.5,145.648788,-14.656022
Aspat_608,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650954,145.638451,-14.650954,145.638451,colony GPS,10,2.9,0.4,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_609,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650948,145.638461,-14.650948,145.638461,colony GPS,10,2.9,0.4,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_610,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650922,145.638477,-14.650922,145.638477,colony GPS,10,2.6,0.1,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_611,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.65089,145.638455,-14.65089,145.638455,colony GPS,10,2.8,0.3,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_612,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650928,145.638471,-14.650928,145.638471,colony GPS,10,2.7,0.2,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_613,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650919,145.63845800000001,-14.650919,145.63845800000001,colony GPS,10,2.8,0.3,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_614,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650953,145.63847,-14.650953,145.63847,colony GPS,10,2.6,0.1,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_615,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650938,145.638409,-14.650938,145.638409,colony GPS,10,2.8,0.3,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_616,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650937,145.638408,-14.650937,145.638408,colony GPS,10,2.8,0.3,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_617,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.65096,145.638414,-14.65096,145.638414,colony GPS,10,2.6,0.1,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_618,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650954,145.638411,-14.650954,145.638411,colony GPS,10,2.8,0.3,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_619,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650949,145.638396,-14.650949,145.638396,colony GPS,10,2.7,0.2,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_620,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650998,145.638434,-14.650998,145.638434,colony GPS,10,2.6,0.1,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_621,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650997,145.638415,-14.650997,145.638415,colony GPS,10,2.6,0.1,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_622,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.651201,145.638293,-14.651201,145.638293,colony GPS,10,6,3.6,NA,5.35,145.640371,-14.649904,5.5,145.648788,-14.656022
Aspat_623,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.6512,145.638224,-14.6512,145.638224,colony GPS,10,6,3.6,NA,5.35,145.640371,-14.649904,5.5,145.648788,-14.656022
Aspat_624,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.651162,145.638217,-14.651162,145.638217,colony GPS,10,5.8,3.3,NA,5.35,145.640371,-14.649904,5.5,145.648788,-14.656022
Aspat_625,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.651146,145.638232,-14.651146,145.638232,colony GPS,10,5.3,2.8,NA,5.35,145.640371,-14.649904,3,145.648788,-14.656022
Aspat_626,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.651045,145.638315,-14.651045,145.638315,colony GPS,10,3.3,0.8,NA,2.35,145.640371,-14.649904,1.5,145.648788,-14.656022
Aspat_627,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.651014,145.638331,-14.651014,145.638331,colony GPS,10,2.8,0.3,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_628,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650944,145.638312,-14.650944,145.638312,colony GPS,10,2.9,0.4,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_629,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650926,145.638278,-14.650926,145.638278,colony GPS,10,2.6,0.1,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_630,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650905,145.638249,-14.650905,145.638249,colony GPS,10,3,0.5,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_631,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650885,145.638248,-14.650885,145.638248,colony GPS,10,2.8,0.3,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_632,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.65091,145.638211,-14.65091,145.638211,colony GPS,10,4,1.5,NA,2.35,145.640371,-14.649904,1.5,145.648788,-14.656022
Aspat_633,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650916,145.638216,-14.650916,145.638216,colony GPS,10,3.9,1.4,NA,2.35,145.640371,-14.649904,1.5,145.648788,-14.656022
Aspat_634,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650912,145.638227,-14.650912,145.638227,colony GPS,10,3.9,1.4,NA,2.35,145.640371,-14.649904,1.5,145.648788,-14.656022
Aspat_635,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650911,145.638238,-14.650911,145.638238,colony GPS,10,3,0.5,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_636,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.65091,145.638233,-14.65091,145.638233,colony GPS,10,3,0.5,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_637,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.65086,145.638305,-14.65086,145.638305,colony GPS,10,2.6,0.1,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_638,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650802,145.63836,-14.650802,145.63836,colony GPS,10,3.5,1,NA,2.35,145.640371,-14.649904,1.5,145.648788,-14.656022
Aspat_639,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650828,145.638419,-14.650828,145.638419,colony GPS,10,2.3,-0.2,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_640,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650853,145.638456,-14.650853,145.638456,colony GPS,10,2.5,0,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_641,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650855,145.638471,-14.650855,145.638471,colony GPS,10,2.8,0.3,NA,0.5,145.640371,-14.649904,0.5,145.648788,-14.656022
Aspat_642,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.65088,145.638513,-14.65088,145.638513,colony GPS,10,3.1,0.6,NA,2.35,145.640371,-14.649904,1.5,145.648788,-14.656022
Aspat_643,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.650851,145.638511,-14.650851,145.638511,colony GPS,10,4.2,1.7,NA,2.35,145.640371,-14.649904,3,145.648788,-14.656022
Aspat_644,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.65106,145.638459,-14.65106,145.638459,colony GPS,10,3.8,1.3,NA,2.35,145.640371,-14.649904,1.5,145.648788,-14.656022
Aspat_645,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.651079,145.638409,-14.651079,145.638409,colony GPS,10,3.2,0.7,NA,2.35,145.640371,-14.649904,1.5,145.648788,-14.656022
Aspat_646,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.651089,145.638403,-14.651089,145.638403,colony GPS,10,3.1,0.6,NA,2.35,145.640371,-14.649904,1.5,145.648788,-14.656022
Aspat_647,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.651097,145.638401,-14.651097,145.638401,colony GPS,10,3.4,0.9,NA,2.35,145.640371,-14.649904,1.5,145.648788,-14.656022
Aspat_648,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.651094,145.638389,-14.651094,145.638389,colony GPS,10,4,1.5,NA,2.35,145.640371,-14.649904,1.5,145.648788,-14.656022
Aspat_649,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.651103,145.638376,-14.651103,145.638376,colony GPS,10,3.7,1.2,NA,2.35,145.640371,-14.649904,1.5,145.648788,-14.656022
Aspat_650,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.6511,145.638356,-14.6511,145.638356,colony GPS,10,4.4,1.9,NA,2.35,145.640371,-14.649904,3,145.648788,-14.656022
Aspat_651,ECT1,A. spathulata,Aspat,3,3,2022,No_Name,-14.65113,145.63841,-14.65113,145.63841,colony GPS,10,5.9,3.4,NA,5.35,145.640371,-14.649904,5.5,145.648788,-14.656022
Ahya_277_R2022,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.03818507,145.6518647,-16.03818507,145.6518647,colony GPS,10,0.6,-0.9,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_278_R2022,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.03825422,145.6518467,-16.03825422,145.6518467,colony GPS,10,2.7,0,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_280_R2022,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.03823947,145.6519349,-16.03823947,145.6519349,colony GPS,10,0.7,-1.1,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_281_R2022,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.03826235,145.6519396,-16.03826235,145.6519396,colony GPS,10,2.1,-0.7,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_284_R2022,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.0383491,145.6520631,-16.0383491,145.6520631,colony GPS,10,1.9,-0.9,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_289_R2022,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.03817912,145.6521183,-16.03817912,145.6521183,colony GPS,10,0.6,-1.1,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_291_R2022,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.03820452,145.6522014,-16.03820452,145.6522014,colony GPS,10,1.9,-1,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_292_R2022,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.0382103,145.652194,-16.0382103,145.652194,colony GPS,10,2,-0.9,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_294_R2022,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.03826604,145.6522356,-16.03826604,145.6522356,colony GPS,10,2.5,-0.4,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_300_R2022,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.03854071,145.6527676,-16.03854071,145.6527676,colony GPS,10,0.8,-0.8,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_787,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.03845555,145.6515125,-16.03845555,145.6515125,colony GPS,NA,2.3,-0.2,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_788,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.03839244,145.6514789,-16.03839244,145.6514789,colony GPS,NA,2.2,-0.4,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_789,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.03829345,145.651513,-16.03829345,145.651513,colony GPS,NA,2,-0.6,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_790,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.0382973,145.6515919,-16.0382973,145.6515919,colony GPS,NA,2.3,-0.3,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_791,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.03820896,145.6516917,-16.03820896,145.6516917,colony GPS,NA,2,-0.6,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_792,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.03821072,145.6517553,-16.03821072,145.6517553,colony GPS,NA,1.8,-0.9,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_793,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.03820401,145.6519852,-16.03820401,145.6519852,colony GPS,NA,2.8,0,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_794,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.0382455,145.6518697,-16.0382455,145.6518697,colony GPS,NA,1.9,-0.9,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_795,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.03821709,145.6518557,-16.03821709,145.6518557,colony GPS,NA,2.1,-0.7,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Ahya_796,ECT1,A. hyacinthus,Ahya,4,3,2022,Mackay,-16.03826755,145.6520129,-16.03826755,145.6520129,colony GPS,NA,1.9,-0.9,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Aspat_652,ECT1,A. spathulata,Aspat,4,3,2022,Mackay,-16.038632,145.651362,-16.038632,145.651362,colony GPS,10,2.5,0,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Aspat_653,ECT1,A. spathulata,Aspat,4,3,2022,Mackay,-16.038646,145.651393,-16.038646,145.651393,colony GPS,10,2.3,-0.2,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Aspat_654,ECT1,A. spathulata,Aspat,4,3,2022,Mackay,-16.038669,145.651398,-16.038669,145.651398,colony GPS,10,2.2,-0.4,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Aspat_655,ECT1,A. spathulata,Aspat,4,3,2022,Mackay,-16.038696,145.651379,-16.038696,145.651379,colony GPS,10,2.2,-0.4,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
Aspat_656,ECT1,A. spathulata,Aspat,4,3,2022,Mackay,-16.03871,145.651384,-16.03871,145.651384,colony GPS,10,2.1,-0.5,NA,0.5,145.650371,-16.039904,0.5,145.648788,-16.036022
