Site Name,k_value_GBR1,lat_GBR1,long_GBR1,mean_temp,sd_temp,skew_temp,kurtosis_temp,MaxMonthMean,mean_duration_DHD,MinMonthMean,mean_duration_DCD,mean_daily_temp_range,mean_annual_temp_range,temporal_autocorr_daily,temporal_autocorr_annual,slope_annual_temp_change
1500,5.35,-16.884904,146.245371,27.215361551055295,1.9704434832117388,-0.03323956,1.7595854097407384,29.774661378811086,20.22222222222222,24.488405425773202,20.444444444444443,0.2672645076786207,6.533245267,0.9976228050207168,0.2802395224536433,0.056790106
347,13,-16.884904,146.245371,26.965318350022255,1.8093702508670053,-0.074096823,1.7335756176610888,29.266829017409673,21,24.446055003212088,21,0.20138816462418557,5.8446290329819535,0.9977839029276143,0.3212605317389693,0.052404612
1529,5.35,-16.869904,146.255371,27.228410602296826,1.9542886323623032,-0.031522301,1.7650894631292515,29.758473034864792,20.555555555555557,24.527867297430557,20.333333333333336,0.2794677792601907,6.5022163310836785,0.9972928912079314,0.2752337937208439,0.057540671
1541,13,-16.869904,146.255371,26.99853264623352,1.8024974164012992,-0.062861034,1.7451272850493496,29.29682504191323,16.666666666666668,24.498403123390332,20.77777777777778,0.22132827257432286,5.878141251101628,0.9963142076916217,0.31793278028324673,0.054300884681652284
Aken_21_Orpheus,0.5,-18.564904,146.485371,27.16660507,2.4435019730799317,-0.101002857,1.7318102288270447,30.253215915350737,17,23.523335563570026,16.555555555555557,0.6371079145035938,8.324402799773756,0.9969555500219469,0.34200447748691126,0.024692998139102727
Aken_29_Orpheus,2.35,-18.564904,146.485371,27.143333425741552,2.434986508578738,-0.096276303,1.7261112192839756,30.212820379275158,17.88888888888889,23.520119956474232,17.22222222222222,0.5560463023416857,8.256957643972665,0.9973325103287766,0.34533448528393085,0.025011444
2033,9,-18.549904,146.490371,26.821332933190995,2.315246492582331,-0.116824453,1.6541564409223795,29.64830873009011,24.11111111111111,23.390625868827886,20.333333333333336,0.2245115798939372,7.438974118670181,0.9979390521737833,0.3564580231686795,0.019541705
2038,13,-18.549904,146.490371,26.686543401500877,2.254286627739205,-0.109312441,1.6571142607210054,29.439801992865814,22.77777777777778,23.357535700364316,21.666666666666668,0.1754892905109164,7.215064544048417,0.9977380727153337,0.3737799266151727,0.014811431671013859
2049,5.35,-18.549904,146.490371,26.992668986935616,2.3850712100146616,-0.107130339,1.6943224496925602,29.962634869337062,19,23.44792255171836,19.88888888888889,0.29134748542781047,7.911014018959446,0.9977271128643161,0.3463915701892443,0.025211338486178167
2065,2.35,-18.549904,146.490371,27.147015870413412,2.428561742802589,-0.099345696,1.727809999752019,30.203485358039625,17.333333333333332,23.53321164012588,18.88888888888889,0.5277478709983773,8.256850445162552,0.9971314710601417,0.3497683602230883,0.027868417
2069,2.35,-18.539904,146.490371,27.154778783987688,2.4204168028980666,-0.098022614,1.7322311107255193,30.199080716760665,17.666666666666668,23.553945758369256,19.333333333333332,0.5411112422332487,8.243929080094787,0.9970652531336192,0.355802783,0.029050639
2078,5.35,-18.539904,146.490371,27.00932112,2.377782895411977,-0.105018863,1.7007761545677724,29.968705569793393,19,23.476903804017255,19.77777777777778,0.31978791522647515,7.909771501,0.9975907053102621,0.3505685383273523,0.026307034855897846
565,13,-18.539904,146.490371,26.690520701947406,2.2453590539770936,-0.107057636,1.6597750215659963,29.432460418827738,21.666666666666668,23.379077341026964,22.333333333333336,0.1956633873743279,7.236323912403589,0.997393531,0.3827017432118566,0.016533222003444946
Aken_10_Orpheus,2.35,-18.569904,146.490371,27.15811477770489,2.413089290818737,-0.089971799,1.7352670158249976,30.192451053132096,15.777777777777779,23.56842573154514,17.555555555555557,0.5544211396053474,8.224900961,0.9972464751993388,0.3534944133107822,0.024516099
Aken_11_Orpheus,0.5,-18.569904,146.490371,27.183889297512685,2.4247317032893463,-0.097114389,1.738603786049936,30.237251312179225,17.22222222222222,23.568492440283286,17.444444444444443,0.6320362246843096,8.297019596400006,0.9969618085695112,0.3518630332996555,0.024858102856180717
Aken_20_Orpheus,0.5,-18.564904,146.490371,27.17307353719548,2.4346218272214246,-0.099468573,1.733943276332085,30.244413508706735,16.88888888888889,23.542861384152413,17.444444444444443,0.633672776,8.308014478428177,0.9970000112964821,0.34648095460221723,0.024724671590380692
1999,9,-18.569904,146.495371,26.807721485429195,2.300907873155996,-0.084665918,1.6686729244976075,29.661724645170896,17.88888888888889,23.424779070787338,17.555555555555557,0.22788302487761083,7.571791029470261,0.9960914487292023,0.3761310799847087,0.015358814
2015,5.35,-18.569904,146.495371,26.97098556131962,2.352457522906892,-0.070918723,1.7106738042707237,29.916060011193863,16.666666666666668,23.503770693591434,18.77777777777778,0.3432947827188941,7.919089145461832,0.9963509158528672,0.3645075236279404,0.019656450881022455
Ahya_1829_Pelorus,0.5,-18.539904,146.495371,27.173593843459848,2.4236178284781857,-0.097754089,1.7374507733483566,30.23175036946349,16.88888888888889,23.566249653524725,19.22222222222222,0.5843806168861261,8.287672334057353,0.9967391693995679,0.3571805267182239,0.029192532950270775
Ahya_1830_Pelorus,0.5,-18.534904,146.495371,27.164907392719286,2.423217980149747,-0.096321564,1.736139848,30.224344785474532,17.22222222222222,23.56093199410463,19.22222222222222,0.5870929819411471,8.284098524289341,0.9966965565308235,0.358670222,0.029631438001532204
Ahya_1833_Pelorus,2.35,-18.539904,146.495371,27.16017598368423,2.4147260804511927,-0.098384742,1.7341322131163652,30.195095911800067,17.77777777777778,23.567056932457636,19.22222222222222,0.5244265936382086,8.236618682248528,0.9970666618687578,0.35864864802798185,0.029541346
Ahya_1846_Pelorus,2.35,-18.534904,146.495371,27.15201780997288,2.414495075035799,-0.096938702,1.733050534548021,30.188763019275342,17.77777777777778,23.561940596251784,19.22222222222222,0.529920463,8.234508581603695,0.9970109722504321,0.36020582582437444,0.029931504591517277
1965,13,-18.539904,146.500371,26.70438347436853,2.237800921317771,-0.103960856,1.663534470270909,29.433517021806473,21.444444444444443,23.40912954655518,24.555555555555557,0.16744407278180506,7.292689970768957,0.9967435750984845,0.39197212274739246,0.017845201828165402
