projectID,scientificAbbreviation,locality,decimalLatitude,decimalLongitude,depthOfColonyinMetersCorrected,EcoPlotID_full
ECT1,Aspat,Heron,-23.44016489,151.9804647,-0.6,Aspat_1766
ECT1,Aken,Mackay,-16.03919081,145.6511551,-0.6,Aken_1166
ECT1,Aken,North_Direction,-14.74292655,145.5127266,-0.6,Aken_1423
ECT1,Aken,North_Direction,-14.74253135,145.5121976,-0.6,Aken_1441
ECT1,Aken,North_Direction,-14.74254736,145.5122922,-0.6,Aken_1442
ECT1,Ahya,Pelorus,-18.537983,146.4943046,-0.6,Ahya_1855_Pelorus 
ECT1,Ahya,East_Cay,-21.47282342,152.5609202,-0.5,Ahya_38a
ECT1,Ahya,East_Cay,-21.47304855,152.5609273,-0.5,Ahya_39a
ECT1,Ahya,East_Cay,-21.47309214,152.5610289,-0.5,Ahya_40a
ECT1,Ahya,East_Cay,-21.47313128,152.560947,-0.5,Ahya_41a
ECT1,Ahya,East_Cay,-21.47311921,152.5610228,-0.5,Ahya_42a
ECT1,Ahya,East_Cay,-21.47306297,152.5609181,-0.5,Ahya_43a
ECT1,Ahya,East_Cay,-21.47307848,152.5609108,-0.5,Ahya_44a
ECT1,Ahya,East_Cay,-21.47393762,152.5611744,-0.5,Ahya_45a
ECT1,Ahya,East_Cay,-21.47414323,152.56197,-0.5,Ahya_51a
ECT1,Ahya,St_Crispin,-16.07330273,145.8429848,-0.5,Ahya_165
ECT1,Ahya,St_Crispin,-16.07324783,145.8429452,-0.5,Ahya_166
ECT1,Ahya,St_Crispin,-16.07324188,145.8429434,-0.5,Ahya_167
ECT1,Ahya,Pelorus,-18.55784182,146.5029394,-0.5,Ahya_229
ECT1,Ahya,St_Crispin,-16.0729572,145.8439105,-0.5,Ahya_252
ECT1,Ahya,Mackay,-16.03818188,145.6517298,-0.5,Ahya_271
ECT1,Ahya,Mackay,-16.03816428,145.6517593,-0.5,Ahya_273
ECT1,Ahya,Mackay,-16.03824089,145.6520632,-0.5,Ahya_285
ECT1,Ahya,Mackay,-16.03817912,145.6521183,-0.5,Ahya_289
ECT1,Ahya,Mackay,-16.03820452,145.6522014,-0.5,Ahya_291
